from_utc,to_utc,forecast_gco2_per_kwh,actual_gco2_per_kwh,index_label
2025-09-19 19:00:00+00:00,2025-09-19 19:30:00+00:00,195,188,high
2025-09-19 19:30:00+00:00,2025-09-19 20:00:00+00:00,197,183,high
2025-09-19 20:00:00+00:00,2025-09-19 20:30:00+00:00,194,187,high
2025-09-19 20:30:00+00:00,2025-09-19 21:00:00+00:00,181,185,high
2025-09-19 21:00:00+00:00,2025-09-19 21:30:00+00:00,180,173,moderate
2025-09-19 21:30:00+00:00,2025-09-19 22:00:00+00:00,180,164,moderate
2025-09-19 22:00:00+00:00,2025-09-19 22:30:00+00:00,169,156,moderate
2025-09-19 22:30:00+00:00,2025-09-19 23:00:00+00:00,162,151,moderate
2025-09-19 23:00:00+00:00,2025-09-19 23:30:00+00:00,157,145,moderate
2025-09-19 23:30:00+00:00,2025-09-20 00:00:00+00:00,142,138,moderate
2025-09-20 00:00:00+00:00,2025-09-20 00:30:00+00:00,148,136,moderate
2025-09-20 00:30:00+00:00,2025-09-20 01:00:00+00:00,146,136,moderate
2025-09-20 01:00:00+00:00,2025-09-20 01:30:00+00:00,140,135,moderate
2025-09-20 01:30:00+00:00,2025-09-20 02:00:00+00:00,142,125,moderate
2025-09-20 02:00:00+00:00,2025-09-20 02:30:00+00:00,139,118,moderate
2025-09-20 02:30:00+00:00,2025-09-20 03:00:00+00:00,131,111,moderate
2025-09-20 03:00:00+00:00,2025-09-20 03:30:00+00:00,126,109,moderate
2025-09-20 03:30:00+00:00,2025-09-20 04:00:00+00:00,120,108,moderate
2025-09-20 04:00:00+00:00,2025-09-20 04:30:00+00:00,124,113,moderate
2025-09-20 04:30:00+00:00,2025-09-20 05:00:00+00:00,118,124,moderate
2025-09-20 05:00:00+00:00,2025-09-20 05:30:00+00:00,115,136,moderate
2025-09-20 05:30:00+00:00,2025-09-20 06:00:00+00:00,129,145,moderate
2025-09-20 06:00:00+00:00,2025-09-20 06:30:00+00:00,114,157,moderate
2025-09-20 06:30:00+00:00,2025-09-20 07:00:00+00:00,153,168,moderate
2025-09-20 07:00:00+00:00,2025-09-20 07:30:00+00:00,159,172,moderate
2025-09-20 07:30:00+00:00,2025-09-20 08:00:00+00:00,171,169,moderate
2025-09-20 08:00:00+00:00,2025-09-20 08:30:00+00:00,174,161,moderate
2025-09-20 08:30:00+00:00,2025-09-20 09:00:00+00:00,160,160,moderate
2025-09-20 09:00:00+00:00,2025-09-20 09:30:00+00:00,142,154,moderate
2025-09-20 09:30:00+00:00,2025-09-20 10:00:00+00:00,152,143,moderate
2025-09-20 10:00:00+00:00,2025-09-20 10:30:00+00:00,153,132,moderate
2025-09-20 10:30:00+00:00,2025-09-20 11:00:00+00:00,141,124,moderate
2025-09-20 11:00:00+00:00,2025-09-20 11:30:00+00:00,132,115,moderate
2025-09-20 11:30:00+00:00,2025-09-20 12:00:00+00:00,128,110,moderate
2025-09-20 12:00:00+00:00,2025-09-20 12:30:00+00:00,113,113,moderate
2025-09-20 12:30:00+00:00,2025-09-20 13:00:00+00:00,114,113,moderate
2025-09-20 13:00:00+00:00,2025-09-20 13:30:00+00:00,112,114,moderate
2025-09-20 13:30:00+00:00,2025-09-20 14:00:00+00:00,114,112,moderate
2025-09-20 14:00:00+00:00,2025-09-20 14:30:00+00:00,114,112,moderate
2025-09-20 14:30:00+00:00,2025-09-20 15:00:00+00:00,112,117,moderate
2025-09-20 15:00:00+00:00,2025-09-20 15:30:00+00:00,112,116,moderate
2025-09-20 15:30:00+00:00,2025-09-20 16:00:00+00:00,112,124,moderate
2025-09-20 16:00:00+00:00,2025-09-20 16:30:00+00:00,113,122,moderate
2025-09-20 16:30:00+00:00,2025-09-20 17:00:00+00:00,125,121,moderate
2025-09-20 17:00:00+00:00,2025-09-20 17:30:00+00:00,121,118,moderate
2025-09-20 17:30:00+00:00,2025-09-20 18:00:00+00:00,120,107,moderate
2025-09-20 18:00:00+00:00,2025-09-20 18:30:00+00:00,114,97,low
2025-09-20 18:30:00+00:00,2025-09-20 19:00:00+00:00,97,90,low
2025-09-20 19:00:00+00:00,2025-09-20 19:30:00+00:00,92,87,low
2025-09-20 19:30:00+00:00,2025-09-20 20:00:00+00:00,94,85,low
2025-09-20 20:00:00+00:00,2025-09-20 20:30:00+00:00,86,77,low
2025-09-20 20:30:00+00:00,2025-09-20 21:00:00+00:00,76,75,low
2025-09-20 21:00:00+00:00,2025-09-20 21:30:00+00:00,76,75,low
2025-09-20 21:30:00+00:00,2025-09-20 22:00:00+00:00,77,82,low
2025-09-20 22:00:00+00:00,2025-09-20 22:30:00+00:00,73,74,low
2025-09-20 22:30:00+00:00,2025-09-20 23:00:00+00:00,80,76,low
2025-09-20 23:00:00+00:00,2025-09-20 23:30:00+00:00,78,79,low
2025-09-20 23:30:00+00:00,2025-09-21 00:00:00+00:00,77,76,low
2025-09-21 00:00:00+00:00,2025-09-21 00:30:00+00:00,78,75,low
2025-09-21 00:30:00+00:00,2025-09-21 01:00:00+00:00,74,68,low
2025-09-21 01:00:00+00:00,2025-09-21 01:30:00+00:00,74,69,low
2025-09-21 01:30:00+00:00,2025-09-21 02:00:00+00:00,66,78,low
2025-09-21 02:00:00+00:00,2025-09-21 02:30:00+00:00,68,87,low
2025-09-21 02:30:00+00:00,2025-09-21 03:00:00+00:00,76,95,low
2025-09-21 03:00:00+00:00,2025-09-21 03:30:00+00:00,84,97,low
2025-09-21 03:30:00+00:00,2025-09-21 04:00:00+00:00,94,90,low
2025-09-21 04:00:00+00:00,2025-09-21 04:30:00+00:00,93,82,low
2025-09-21 04:30:00+00:00,2025-09-21 05:00:00+00:00,91,74,low
2025-09-21 05:00:00+00:00,2025-09-21 05:30:00+00:00,81,75,low
2025-09-21 05:30:00+00:00,2025-09-21 06:00:00+00:00,78,75,low
2025-09-21 06:00:00+00:00,2025-09-21 06:30:00+00:00,71,76,low
2025-09-21 06:30:00+00:00,2025-09-21 07:00:00+00:00,77,69,low
2025-09-21 07:00:00+00:00,2025-09-21 07:30:00+00:00,76,64,low
2025-09-21 07:30:00+00:00,2025-09-21 08:00:00+00:00,63,59,low
2025-09-21 08:00:00+00:00,2025-09-21 08:30:00+00:00,56,55,low
2025-09-21 08:30:00+00:00,2025-09-21 09:00:00+00:00,54,50,low
2025-09-21 09:00:00+00:00,2025-09-21 09:30:00+00:00,48,50,low
2025-09-21 09:30:00+00:00,2025-09-21 10:00:00+00:00,46,49,low
2025-09-21 10:00:00+00:00,2025-09-21 10:30:00+00:00,48,48,low
2025-09-21 10:30:00+00:00,2025-09-21 11:00:00+00:00,46,47,low
